Algorithm,Devices,Delay
Fuzzy_Based,200,0.3294666017479479
Fuzzy_Based,200,0.33976398904576904
Fuzzy_Based,200,0.3131532687359418
Fuzzy_Based,200,0.31448766328047384
Fuzzy_Based,200,0.32973844192376894
Fuzzy_Based,200,0.32076019227776725
Fuzzy_Based,200,0.32253292906887127
Fuzzy_Based,200,0.318576371210243
Fuzzy_Based,200,0.30633841692705366
Fuzzy_Based,200,0.3202018847089976
Fuzzy_Based,200,0.33654561438506014
Fuzzy_Based,200,0.3109345206724879
Fuzzy_Based,200,0.3136629757770098
Fuzzy_Based,200,0.31405310474803516
Fuzzy_Based,200,0.3130830016094337
Fuzzy_Based,400,0.49517213229819096
Fuzzy_Based,400,0.539960425408071
Fuzzy_Based,400,0.5648948206446615
Fuzzy_Based,400,0.5237958270537465
Fuzzy_Based,400,0.4998364029432603
Fuzzy_Based,400,0.5317131453375373
Fuzzy_Based,400,0.5813908384091324
Fuzzy_Based,400,0.5218858454454286
Fuzzy_Based,400,0.5026751431160918
Fuzzy_Based,400,0.5035238042619391
Fuzzy_Based,400,0.48310475926093754
Fuzzy_Based,400,0.5227759616632172
Fuzzy_Based,400,0.43979490509898644
Fuzzy_Based,400,0.5477263147146871
Fuzzy_Based,400,0.4924456515493146
Fuzzy_Based,600,0.7105665109332426
Fuzzy_Based,600,0.7118779265956038
Fuzzy_Based,600,0.7205245239703415
Fuzzy_Based,600,0.6814538082918269
Fuzzy_Based,600,0.7122966857152281
Fuzzy_Based,600,0.7005453496989077
Fuzzy_Based,600,0.6921306613643845
Fuzzy_Based,600,0.7093787873408716
Fuzzy_Based,600,0.6767636611886452
Fuzzy_Based,600,0.6995687827275565
Fuzzy_Based,600,0.684389424638393
Fuzzy_Based,600,0.7233808148369635
Fuzzy_Based,600,0.6841753236551054
Fuzzy_Based,600,0.6966062002738949
Fuzzy_Based,600,0.7127912299409739
Fuzzy_Based,800,0.7178222500128927
Fuzzy_Based,800,0.7146334090254525
Fuzzy_Based,800,0.7300634112678648
Fuzzy_Based,800,0.7185830274449017
Fuzzy_Based,800,0.7089239749896131
Fuzzy_Based,800,0.7115320059634777
Fuzzy_Based,800,0.7270790630870709
Fuzzy_Based,800,0.7289599827944403
Fuzzy_Based,800,0.7150155706239212
