taskId,requiredCycles,serverId,edgeUtilization,wanBW,predictedDelay,actualDelay
99,2549.0,12,1.9642857142857142,20.2187236328125,0.0,0.2548002844007371
100,6273.0,3,1.8928571428571428,11.7421455078125,0.0,0.7267944685098815
101,8462.0,13,1.8392857142857142,20.2187236328125,0.0,0.846113081554762
102,9344.0,1,1.8928571428571428,11.7421455078125,0.0,0.9343396082728042
103,249.0,3,1.9821428571428572,11.7421455078125,0.0,0.04349694336383614
104,4645.0,7,1.9821428571428572,20.2187236328125,0.0,0.6908424567362097
105,8310.0,3,1.9821428571428572,20.2187236328125,0.0,0.9709156535646102
106,5644.0,7,1.9821428571428572,20.2187236328125,0.0,0.7881251577827566
107,20452.0,7,2.0357142857142856,20.2187236328125,0.0,2.2715210627558218
108,42206.0,14,2.0892857142857144,20.2187236328125,0.0,0.42281493758990507
109,1605.0,3,2.0892857142857144,11.7421455078125,0.0,0.16050000000000075
110,13407.0,2,2.0357142857142856,20.2187236328125,0.0,1.3406060143556182
111,27129.0,12,2.0892857142857144,20.2187236328125,0.0,2.7128999999999994
112,1920.0,2,2.142857142857143,20.2187236328125,0.0,0.19191541976756454
113,17.0,12,2.1964285714285716,20.2187236328125,0.0,0.013298996186552614
114,3159.0,13,2.2142857142857144,20.2187236328125,0.0,0.3158999999999992
115,2393.0,3,2.2142857142857144,11.7421455078125,0.0,0.2392194954155933
116,6848.0,12,2.232142857142857,20.2187236328125,0.0,0.6973763999995715
117,278.0,12,2.232142857142857,20.2187236328125,0.0,0.02779999999999916
118,4836.0,3,2.25,11.7421455078125,0.0,0.4835614260276344
119,43959.0,1,2.25,20.2187236328125,0.0,4.395813239717457
120,7891.0,5,2.3035714285714284,20.2187236328125,0.0,0.7890699957251286
121,7426.0,3,2.25,11.7421455078125,0.0,0.7570262338072329
122,362.0,2,2.1964285714285716,20.2187236328125,0.0,0.03619999999999912
123,16517.0,14,2.1964285714285716,20.2187236328125,0.0,0.16516999999999982
124,1693.0,2,2.25,20.2187236328125,0.0,0.18684291529042696
125,391.0,2,2.4285714285714284,20.2187236328125,0.0,0.03909999999999947
126,1603.0,2,2.4285714285714284,20.2187236328125,0.0,0.16024074940811595
127,86341.0,3,2.4285714285714284,11.7421455078125,0.0,8.634099999999998
128,60884.0,6,2.732142857142857,11.7421455078125,0.0,6.088302921680871
129,13529.0,11,2.732142857142857,20.2187236328125,0.0,1.3446252200617739
130,11205.0,11,2.732142857142857,20.2187236328125,0.0,1.120409494281546
131,1607.0,12,2.9464285714285716,20.2187236328125,0.0,0.16062735923464544
132,10373.0,3,2.9464285714285716,11.7421455078125,0.0,1.281684681328029
133,20409.0,12,2.9464285714285716,20.2187236328125,0.0,2.0408929805385796
134,1851.0,12,2.9464285714285716,20.2187236328125,0.0,0.18510000000000026
135,3824.0,1,2.9464285714285716,20.2187236328125,0.0,0.38231196312003135
136,235.0,12,2.9642857142857144,20.2187236328125,0.0,0.0235000000000003
137,2542.0,3,3.0,11.7421455078125,0.0,0.35559999999999903
138,197.0,2,3.017857142857143,20.2187236328125,0.0,0.01323100462236404
139,5204.0,7,3.0535714285714284,20.2187236328125,0.0,0.5304141548998587
140,13811.0,2,3.0535714285714284,20.2187236328125,0.0,1.3810673534035054
141,13599.0,2,3.0535714285714284,20.2187236328125,0.0,1.3577780768492342
142,1208.0,7,3.1785714285714284,20.2187236328125,0.0,0.12070414387761907
143,6077.0,3,3.1785714285714284,11.7421455078125,0.0,0.7539269404952869
144,10938.0,14,3.1785714285714284,20.2187236328125,0.0,0.10937003106523413
145,7778.0,3,3.25,11.7421455078125,0.0,0.934848297241599
146,12003.0,7,3.25,20.2187236328125,0.0,1.200209484517103
